NAME,RECORD,NICKNAME,HEIGHT,WEIGHT,REACH,STANCE,DOB,SLpM,Str. Acc.,SApM,Str. Def.,TD Avg.,TD Acc.,TD Def.,Sub. Avg.
Pete Spratt,Record: 25-23-0,The Secret Weapon,"5' 9""",170 lbs.,--,Orthodox,"Jan 09, 1971",1.63,48%,1.33,55%,0.30,100%,46%,0.3
Austin Springer,Record: 12-4-0,,"5' 8""",145 lbs.,"71""",Orthodox,"May 12, 1987",3.54,57%,3.15,41%,3.37,40%,100%,0.8
Georges St-Pierre,Record: 26-2-0,Rush,"5' 11""",185 lbs.,"76""",Orthodox,"May 19, 1981",3.78,53%,1.40,72%,4.16,74%,83%,1.1
Bobby Stack,Record: 8-3-0,,"5' 9""",155 lbs.,--,Orthodox,--,1.00,20%,2.89,34%,7.48,45%,100%,0.0
Andreas Stahl,Record: 10-4-0,Real Steel,"5' 11""",170 lbs.,--,Orthodox,"May 20, 1988",2.83,37%,4.74,57%,1.55,66%,80%,0.0
Ron Stallings,Record: 14-8-0 (1 NC),The Choir Boy,"6' 2""",170 lbs.,"75""",Southpaw,"Jan 25, 1983",3.22,60%,3.26,51%,0.00,0%,71%,0.0
Cody Stamann,Record: 21-8-1,The Spartan,"5' 6""",135 lbs.,"64""",Orthodox,"Nov 09, 1989",4.32,46%,3.91,60%,2.17,37%,76%,0.0
Cristina Stanciu,Record: 5-2-0,Barbie,"5' 3""",115 lbs.,--,Orthodox,"Mar 29, 1994",2.50,50%,3.07,52%,0.85,100%,40%,1.7
Brian Stann,Record: 12-6-0,All American,"6' 1""",205 lbs.,"74""",Orthodox,"Sep 24, 1980",3.28,42%,2.65,59%,0.12,12%,60%,0.3
Josh Stansbury,Record: 4-8-0,The Sandman,"6' 2""",205 lbs.,"74""",Orthodox,"Nov 19, 1984",3.22,54%,3.54,54%,0.00,0%,87%,1.0
Dion Staring,Record: 35-14-0,Soldier,"6' 1""",235 lbs.,--,Orthodox,"Jun 09, 1978",1.09,37%,5.00,47%,0.00,0%,33%,0.0
Lucas Stark,Record: 1-5-0,,--,155 lbs.,--,,--,1.60,25%,3.20,66%,12.00,100%,0%,0.0
Clifford Starks,Record: 13-3-0,,"6' 0""",185 lbs.,"78""",Orthodox,"Apr 25, 1981",1.94,33%,2.49,58%,1.94,100%,60%,0.0
Kalib Starnes,Record: 17-11-1,,"6' 3""",185 lbs.,"74""",Orthodox,"Jan 06, 1975",2.71,48%,4.43,53%,1.46,33%,25%,0.6
Laureano Staropoli,Record: 9-5-0,Pepi,"6' 1""",185 lbs.,"71""",Orthodox,"Feb 27, 1993",3.31,34%,3.73,54%,0.83,26%,48%,0.0
Damian Stasiak,Record: 10-6-0,Webster,"5' 5""",135 lbs.,"70""",Orthodox,"Feb 20, 1990",1.86,36%,3.10,52%,2.64,35%,43%,0.6
Adam Steele,Record: 0-1-0,,--,170 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Dominique Steele,Record: 14-9-0,Non-Stop Action-Packed,"5' 10""",170 lbs.,"74""",Orthodox,"Jan 27, 1988",2.32,49%,2.42,50%,2.95,42%,76%,0.0
Ricky Steele,Record: 6-0-0,The Karate Kid,"5' 9""",135 lbs.,"74""",Orthodox,"May 26, 1988",4.07,70%,2.93,50%,0.00,0%,91%,0.0
Kody Steele,Record: 7-1-0,,"5' 9""",155 lbs.,"71""",Orthodox,"Apr 21, 1995",4.44,32%,7.17,52%,0.62,14%,100%,0.0
Eric Steenberg,Record: 5-1-0,,--,155 lbs.,--,,"Jun 22, 1983",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Steve Steinbeiss,Record: 9-4-0,The Hooligan,"6' 3""",185 lbs.,"75""",Orthodox,"May 05, 1981",3.92,55%,1.86,49%,0.44,50%,58%,0.0
Ray Steinbeiss,Record: 14-7-0,Ipswitch Cobra,"5' 11""",170 lbs.,--,Orthodox,"Sep 12, 1979",0.00,0%,0.00,100%,0.00,0%,0%,0.0
Dmitri Stepanov,Record: 0-1-0,,"6' 3""",217 lbs.,--,Orthodox,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Jeremy Stephens,Record: 28-20-0 (1 NC),Lil' Heathen,"5' 9""",155 lbs.,"71""",Orthodox,"May 25, 1986",3.15,40%,3.14,58%,1.11,38%,62%,0.4
Aljamain Sterling,Record: 25-5-0,Funk Master,"5' 7""",145 lbs.,"71""",Orthodox,"Jul 31, 1989",4.45,52%,2.21,59%,2.45,30%,44%,0.6
Marc Stevens,Record: 21-10-0,,"5' 9""",155 lbs.,--,,"May 28, 1985",0.45,26%,1.79,46%,0.00,0%,0%,0.0
Joe Stevenson,Record: 33-16-0,Daddy,"5' 7""",145 lbs.,"70""",Orthodox,"Jun 15, 1982",2.05,44%,2.44,60%,2.75,44%,39%,2.2
Maia Stevenson,Record: 6-5-0,,"5' 4""",115 lbs.,"62""",Orthodox,"Mar 19, 1982",1.57,54%,3.13,33%,3.91,100%,50%,0.0
Luke Stewart,Record: 6-3-0,,"5' 11""",170 lbs.,--,Orthodox,--,3.75,56%,2.34,53%,3.75,33%,50%,1.9
Darren Stewart,Record: 12-8-0 (2 NC),The Dentist,"6' 0""",205 lbs.,"74""",Orthodox,"Dec 30, 1990",3.05,45%,3.29,48%,1.75,45%,67%,0.1
Kyle Stewart,Record: 11-3-0,Gunz Up,"6' 0""",170 lbs.,"76""",Orthodox,"Jan 31, 1989",1.41,35%,2.42,43%,1.32,20%,60%,0.0
Alex Stiebling,Record: 19-11-1 (1 NC),The Brazilian Killa,"6' 2""",205 lbs.,--,Southpaw,"Dec 26, 1976",1.77,42%,1.45,52%,0.35,66%,66%,0.7
Tyler Stinson,Record: 30-10-0,The Evolution,"6' 3""",170 lbs.,--,,"Jan 17, 1986",2.80,23%,4.60,56%,0.50,100%,0%,0.5
Navajo Stirling,Record: 8-0-0,,"6' 4""",205 lbs.,"79""",Orthodox,"Nov 07, 1997",6.13,52%,2.60,58%,1.15,28%,75%,0.0
Dan Stittgen,Record: 12-5-0,The Anvil,"6' 1""",170 lbs.,--,Orthodox,"Nov 17, 1980",2.97,46%,4.42,37%,0.78,100%,100%,0.0
Lazar Stojadinovic,Record: 12-5-0,The Bronx Bomber,"5' 7""",145 lbs.,"68""",Southpaw,"Mar 22, 1989",1.82,29%,1.97,59%,0.00,0%,0%,0.0
Denis Stojnic,Record: 13-3-0 (1 NC),,"6' 0""",245 lbs.,--,Orthodox,"Feb 02, 1980",1.51,23%,6.06,36%,0.00,0%,80%,1.0
Julija Stoliarenko,Record: 11-10-2,,"5' 7""",125 lbs.,"66""",Orthodox,"Apr 08, 1993",2.74,38%,4.45,46%,0.78,20%,54%,1.4
Dustin Stoltzfus,Record: 16-8-0,,"6' 0""",185 lbs.,"75""",Orthodox,"Nov 15, 1991",3.30,45%,3.23,47%,2.08,37%,46%,1.1
Niklas Stolze,Record: 12-6-0,Green Mask,"6' 1""",155 lbs.,"74""",Switch,"Dec 28, 1992",2.12,48%,2.25,49%,0.66,100%,55%,0.7
Ken Stone,Record: 11-4-0,,"5' 8""",135 lbs.,"71""",Southpaw,"Oct 08, 1982",3.85,49%,2.90,48%,1.24,33%,60%,0.6
Ryan Stonitsch,Record: 8-1-0,,"5' 9""",170 lbs.,--,Southpaw,"Feb 03, 1977",2.53,36%,2.53,71%,0.00,0%,0%,0.0
George Stork,Record: 7-9-0,,"5' 10""",185 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Rick Story,Record: 19-9-0,The Horror,"5' 9""",170 lbs.,"71""",Southpaw,"Aug 28, 1984",3.80,41%,2.17,62%,2.53,48%,63%,0.9
Darko Stosic,Record: 13-4-0,,"6' 0""",205 lbs.,"76""",Orthodox,"Feb 09, 1992",2.61,45%,4.04,58%,3.42,50%,83%,0.0
Greg Stott,Record: 0-1-0,Ranger,"5' 7""",220 lbs.,--,Southpaw,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Curtis Stout,Record: 11-12-1,,"6' 1""",185 lbs.,--,Southpaw,"Nov 07, 1973",0.69,67%,3.20,29%,0.00,0%,20%,0.0
Sam Stout,Record: 20-12-1,Hands of Stone,"5' 9""",155 lbs.,"70""",Orthodox,"Apr 23, 1984",4.17,28%,4.08,57%,0.63,38%,77%,0.1
Tim Stout,Record: 12-10-0,,"5' 11""",185 lbs.,--,,"Feb 09, 1979",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Jesse Strader,Record: 5-3-0,Sui Generis,"5' 7""",135 lbs.,"70""",Orthodox,"May 29, 1991",5.03,51%,5.28,47%,3.87,57%,100%,0.0
Gennaro Strangis,Record: 0-1-0,,--,--,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Dave Strasser,Record: 25-8-0,,"5' 10""",170 lbs.,--,Orthodox,"Jul 13, 1969",3.04,45%,1.88,59%,0.72,33%,33%,0.0
Daniel Straus,Record: 24-7-0 (1 NC),,"5' 7""",145 lbs.,"71""",,"Jul 27, 1984",4.76,43%,2.99,57%,0.84,15%,81%,1.1
Gerald Strebendt,Record: 9-7-0,The Finishing Machine,"5' 9""",155 lbs.,--,Orthodox,"Mar 01, 1979",0.00,0%,4.00,38%,0.00,0%,0%,16.4
Sean Strickland,Record: 29-7-0,,"6' 1""",185 lbs.,"76""",Orthodox,"Feb 27, 1991",5.95,42%,4.57,60%,0.73,64%,76%,0.2
Mark Striegl,Record: 18-4-0 (1 NC),Mugen,"5' 8""",145 lbs.,"70""",Southpaw,"Jun 23, 1988",1.40,45%,4.07,40%,0.00,0%,66%,0.0
Hans Stringer,Record: 22-8-3,,"6' 3""",205 lbs.,--,Orthodox,"Jul 06, 1987",3.16,61%,2.84,41%,2.40,36%,62%,0.0
Stefan Struve,Record: 33-13-0,Skyscraper,"6' 11""",265 lbs.,"84""",Orthodox,"Feb 18, 1988",3.12,47%,4.04,46%,0.56,46%,55%,1.7
Josh Stuart,Record: 1-4-0,,"5' 9""",160 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Mike Stumpf,Record: 11-4-0,,"5' 10""",170 lbs.,--,,"Aug 01, 1986",3.34,43%,8.85,47%,1.59,25%,33%,0.8
Kyle Sturgeon,Record: 0-1-0,,"6' 3""",225 lbs.,--,Switch,"Feb 01, 1963",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Tatiana Suarez,Record: 12-1-0,,"5' 5""",115 lbs.,"66""",Southpaw,"Dec 19, 1990",2.95,60%,1.58,45%,4.41,43%,80%,0.6
Masanori Suda,Record: 22-11-3,,"5' 9""",183 lbs.,--,Orthodox,--,1.80,50%,1.20,63%,0.00,0%,60%,0.0
Genki Sudo,Record: 15-4-2,Neo-Samurai,"5' 9""",155 lbs.,--,Orthodox,"Mar 08, 1978",1.55,39%,2.23,33%,3.58,60%,50%,4.2
Lucasz Sudolski,Record: 8-1-0,,"6' 4""",205 lbs.,"75""",Orthodox,"Jun 15, 1993",5.70,67%,4.89,28%,0.00,0%,100%,0.0
Daisuke Sugie,Record: 10-8-1,Amazon,"5' 6""",160 lbs.,--,Orthodox,"Oct 12, 1980",0.00,0%,0.22,80%,3.27,50%,0%,3.3
Takashi Sugiura,Record: 1-3-0,,"5' 11""",225 lbs.,--,Southpaw,"May 31, 1970",1.37,40%,2.08,53%,1.33,66%,0%,0.0
Naho Sugiyuma,Record: 12-5-0,Sugi Rock,"5' 1""",105 lbs.,--,,"Feb 03, 1978",2.59,48%,2.45,71%,2.05,100%,66%,0.0
Sulangrangbo,Record: 10-4-0,,"5' 9""",135 lbs.,"66""",Southpaw,"Jul 17, 2005",3.96,48%,3.20,62%,0.00,0%,72%,0.0
George Sullivan,Record: 17-7-0 (1 NC),The Silencer,"6' 0""",170 lbs.,"73""",Orthodox,"Mar 13, 1981",3.53,39%,2.42,57%,1.37,20%,38%,0.7
Amar Suloev,Record: 24-7-0,,"5' 9""",183 lbs.,--,Orthodox,"Jul 01, 1976",1.98,37%,2.19,70%,0.27,100%,88%,0.3
Magomed Sultanakhmedov,Record: 18-6-0,,"6' 2""",185 lbs.,--,Southpaw,"May 11, 1984",0.00,0%,2.40,42%,9.00,100%,0%,9.0
Justin Sumter,Record: 7-3-0,,"6' 2""",185 lbs.,"80""",Southpaw,"Nov 16, 1989",2.68,48%,7.64,34%,2.87,100%,0%,0.0
Sumudaerji,Record: 18-7-0,The Tibetan Eagle,"5' 8""",125 lbs.,"72""",Southpaw,"Jan 20, 1996",4.48,52%,2.39,60%,0.16,11%,71%,0.6
Rama Supandhi,Record: 8-4-0,Hellboy,"5' 5""",125 lbs.,"66""",Southpaw,"Nov 07, 1991",2.20,42%,3.53,48%,1.00,11%,0%,0.0
Aji Susilo,Record: 6-4-0,,"5' 10""",155 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Baisangur Susurkaev,Record: 11-0-0,Hunter,"6' 2""",185 lbs.,"79""",Orthodox,"Jan 08, 2001",4.56,59%,3.78,53%,2.76,28%,100%,0.7
Louie Sutherland,Record: 10-4-0,Vanilla Gorilla,"6' 3""",264 lbs.,"76""",Orthodox,"Feb 08, 1994",2.14,60%,3.57,0%,0.00,0%,0%,0.0
Jason Suttie,Record: 0-1-0,Nobunaga,"6' 0""",210 lbs.,--,Orthodox,"Aug 07, 1973",2.07,83%,4.97,36%,0.00,0%,0%,0.0
Joel Sutton,Record: 2-4-1,,"5' 11""",205 lbs.,--,Orthodox,"Jul 07, 1969",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Chad Sutton,Record: 2-2-0,,"6' 1""",185 lbs.,--,,"Aug 07, 1982",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Danilo Suzart,Record: 9-2-0,,"6' 0""",260 lbs.,--,Orthodox,"Dec 04, 1991",4.09,55%,11.73,51%,0.00,0%,0%,0.0
Martin Svensson,Record: 15-6-0,,"6' 1""",155 lbs.,--,,"Apr 25, 1985",2.02,38%,5.91,38%,0.00,0%,0%,0.0
Daniel Swain,Record: 20-10-1,,"5' 9""",145 lbs.,"70""",Orthodox,"Jan 30, 1991",0.80,44%,3.20,40%,0.00,0%,0%,6.0
Cub Swanson,Record: 30-14-0,,"5' 8""",145 lbs.,"70""",Orthodox,"Nov 02, 1983",4.79,51%,4.00,59%,1.01,50%,63%,0.4
Mike Swick,Record: 15-6-0,Quick,"6' 1""",170 lbs.,"77""",Orthodox,"Jun 19, 1979",2.36,37%,2.29,54%,1.06,50%,61%,0.6
Floyd Sword,Record: 12-3-0,,"6' 0""",185 lbs.,--,Orthodox,"Aug 24, 1976",0.78,42%,1.57,40%,0.00,0%,33%,0.0
Oumar Sy,Record: 12-1-0,,"6' 4""",205 lbs.,"83""",Orthodox,"Nov 21, 1995",3.67,48%,1.72,70%,2.73,36%,100%,0.4
Klaudia Sygula,Record: 8-2-0,,"5' 8""",135 lbs.,"69""",Orthodox,"Dec 30, 1998",7.27,48%,5.50,56%,0.41,12%,40%,0.0
Bentley Syler,Record: 5-1-0,Bolivia,"5' 4""",125 lbs.,--,Orthodox,"Dec 22, 1982",1.30,18%,1.73,79%,0.00,0%,75%,0.0
Kevin Syler,Record: 10-1-0,El Nino Bala,"5' 9""",155 lbs.,"71""",Switch,"Jul 29, 1993",5.60,69%,4.03,48%,1.00,40%,77%,2.0
Leo Sylvest,Record: 10-16-0,Lethal,"5' 11""",205 lbs.,--,Orthodox,"Sep 03, 1973",0.00,0%,6.58,27%,0.00,0%,0%,0.0
Tony Sylvester,Record: 11-3-0,,"6' 1""",225 lbs.,--,Southpaw,"Jan 27, 1978",0.00,0%,10.12,12%,0.00,0%,0%,0.0
Tim Sylvia,Record: 31-10-0 (1 NC),The Maine-iac,"6' 8""",265 lbs.,"80""",Orthodox,"Mar 05, 1976",4.23,41%,2.61,61%,0.11,100%,75%,0.1
Kevin Szaflarski,Record: 11-2-0,,"6' 5""",260 lbs.,"77""",Orthodox,"Dec 30, 1994",1.13,28%,8.07,30%,0.00,0%,0%,0.0
Sebastian Szalay,Record: 10-2-0,Seb,"5' 6""",145 lbs.,"66""",Orthodox,"Feb 03, 1994",4.94,41%,2.20,65%,0.51,20%,84%,0.0
Bartosz Szewczyk,Record: 8-3-1,,"6' 4""",205 lbs.,"73""",Orthodox,"Sep 18, 1997",2.70,33%,3.52,47%,0.00,0%,0%,0.0
Osamu Tachihikari,Record: 0-4-0,,"6' 5""",300 lbs.,--,Orthodox,"Sep 12, 1963",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Amber Tackett,Record: 1-3-0,,--,115 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Eugenio Tadeu,Record: 2-3-0 (1 NC),,"5' 8""",160 lbs.,--,Orthodox,"Aug 17, 1963",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Albert Tadevosyan,Record: 13-3-1,Albeezy,--,170 lbs.,--,,"Apr 12, 1992",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Justin Tafa,Record: 7-5-0 (1 NC),Bad Man,"6' 0""",264 lbs.,"74""",Southpaw,"Dec 13, 1993",4.05,54%,5.11,47%,0.00,0%,53%,0.0
Junior Tafa,Record: 6-5-0,The Juggernaut,"6' 3""",205 lbs.,"75""",Orthodox,"Sep 21, 1996",3.41,51%,2.55,51%,0.00,0%,70%,0.0
Khalid Taha,Record: 13-5-0 (1 NC),The Warrior,"5' 5""",135 lbs.,"69""",Orthodox,"Feb 15, 1992",2.64,32%,4.12,46%,0.00,0%,61%,0.2
Joe Taimanglo,Record: 23-7-1,The Juggernaut,"5' 4""",135 lbs.,--,,"Jun 27, 1984",4.18,42%,4.55,59%,5.45,40%,100%,1.4
Tatsuro Taira,Record: 18-1-0,The Best,"5' 7""",125 lbs.,"70""",Orthodox,"Jan 27, 2000",2.94,60%,2.44,47%,3.12,46%,45%,1.6
Mairbek Taisumov,Record: 27-6-0,Beckan,"5' 9""",155 lbs.,"73""",Orthodox,"Aug 08, 1988",2.98,39%,3.03,64%,1.34,63%,88%,0.0
Taiyilake Nueraji,Record: 12-1-0 (1 NC),Super Saiyan,"6' 2""",170 lbs.,"75""",Southpaw,"Jan 12, 2001",9.82,53%,5.01,58%,1.47,33%,100%,0.0
Nobuhiko Takada,Record: 2-6-2,,"6' 0""",220 lbs.,--,Southpaw,"Apr 12, 1962",0.31,24%,1.92,39%,1.15,20%,0%,0.0
Yoshiki Takahashi,Record: 30-27-3 (1 NC),Kazuo,"5' 11""",199 lbs.,--,Southpaw,"Mar 13, 1969",2.26,51%,6.47,44%,0.00,0%,66%,2.3
Yoko Takahashi,Record: 15-12-2,,"5' 8""",150 lbs.,--,,"Apr 20, 1973",5.11,54%,8.78,48%,0.00,0%,0%,0.0
Daiju Takase,Record: 12-15-2,,"6' 0""",170 lbs.,--,Southpaw,"Apr 20, 1978",0.49,30%,1.64,47%,0.84,17%,21%,1.2
Hiroyuki Takaya,Record: 21-14-2,Streetfight Bancho,"5' 6""",139 lbs.,--,Orthodox,"Jun 10, 1977",3.18,33%,3.16,60%,0.90,45%,66%,0.0
Yoshihiro Takayama,Record: 1-4-0,,"6' 5""",280 lbs.,--,Orthodox,"Sep 19, 1968",3.40,54%,5.69,29%,0.67,33%,55%,0.0
Makoto Takimoto,Record: 6-5-0,,"5' 7""",205 lbs.,--,Southpaw,"Dec 08, 1979",1.37,39%,1.71,55%,1.48,50%,25%,1.1
Oleg Taktarov,Record: 17-5-2,The Russian Bear,"6' 0""",210 lbs.,--,Orthodox,"Aug 26, 1967",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Payton Talbott,Record: 11-1-0,,"5' 10""",135 lbs.,"70""",Switch,"Sep 09, 1998",6.62,56%,3.41,46%,0.78,44%,77%,0.2
Nordine Taleb,Record: 15-7-0,,"6' 1""",170 lbs.,"74""",Orthodox,"Jun 10, 1981",3.66,51%,2.62,66%,1.94,76%,73%,0.0
Murtaza Talha,Record: 7-2-0,,"6' 0""",205 lbs.,"74""",Orthodox,"Jul 10, 1996",4.29,57%,7.09,31%,0.00,0%,100%,0.0
Tsuyoshi Tamakairiki,Record: 0-3-0,,"6' 0""",220 lbs.,--,Orthodox,"Jul 16, 1966",0.00,0%,26.67,50%,0.00,0%,0%,0.0
Eli Tamez,Record: 10-0-0,Tomahawk,"5' 7""",135 lbs.,--,,"Aug 22, 1985",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Kiyoshi Tamura,Record: 32-13-3,,"5' 11""",185 lbs.,--,Southpaw,"Dec 17, 1969",2.44,53%,1.44,60%,0.58,60%,45%,0.2
Akitoshi Tamura,Record: 21-18-2,The Ironman,"5' 9""",135 lbs.,"70""",Orthodox,"May 31, 1980",3.73,43%,1.94,78%,0.00,0%,20%,1.0
Issei Tamura,Record: 10-8-0,,"5' 5""",135 lbs.,"63""",Orthodox,"Mar 12, 1984",1.89,53%,4.58,44%,0.92,25%,33%,0.0
Jason Tan,Record: 5-3-0,,"5' 10""",170 lbs.,--,Orthodox,"Dec 17, 1981",0.69,29%,7.37,18%,0.00,0%,0%,0.0
Akihito Tanaka,Record: 2-2-0,Kinniku Mantaro,--,--,--,Southpaw,"Mar 09, 1983",0.19,50%,2.05,38%,5.59,66%,0%,0.0
Michinori Tanaka,Record: 11-3-0,,"5' 5""",135 lbs.,"67""",Orthodox,"Oct 04, 1990",1.97,37%,1.99,50%,2.40,38%,43%,0.2
Evan Tanner,Record: 32-8-0,,"6' 0""",185 lbs.,"74""",Orthodox,"Feb 11, 1971",3.05,59%,2.64,56%,2.55,43%,25%,1.3
Kasey Tanner,Record: 6-1-0,,"5' 7""",135 lbs.,"69""",Orthodox,"Jan 11, 1992",6.60,50%,6.67,63%,2.00,33%,0%,0.0
Otari Tanzilovi,Record: 9-1-0,,"5' 10""",135 lbs.,"70""",Orthodox,"Apr 09, 1998",4.53,72%,3.33,55%,4.00,25%,0%,0.0
Manny Tapia,Record: 12-14-1,The Mangler,"5' 5""",135 lbs.,"67""",Orthodox,"Mar 14, 1981",2.69,21%,4.74,58%,0.49,40%,66%,0.2
Gary Tapusoa,Record: 8-3-0,,"5' 7""",185 lbs.,--,,"Sep 02, 1979",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Miesha Tate,Record: 20-10-0,Cupcake,"5' 6""",135 lbs.,"65""",Orthodox,"Aug 18, 1986",2.62,44%,3.05,51%,1.97,30%,56%,1.2
Aaron Tau,Record: 11-1-0,Tauzemup,"5' 4""",125 lbs.,"66""",Switch,"Aug 21, 1993",4.85,44%,5.00,60%,0.89,18%,64%,0.0
Deividas Taurosevicius,Record: 17-5-0,,"5' 9""",145 lbs.,"68""",Southpaw,"Aug 28, 1977",2.13,43%,1.82,59%,2.00,28%,50%,0.3
Thiago Tavares,Record: 21-7-1,,"5' 7""",145 lbs.,"70""",Orthodox,"Nov 08, 1984",2.00,40%,2.31,62%,3.83,42%,62%,1.5
Jeremy Tavares,Record: 1-6-0,,--,135 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Brad Tavares,Record: 21-12-0,,"6' 1""",185 lbs.,"74""",Orthodox,"Dec 21, 1987",3.42,43%,3.36,54%,0.73,26%,81%,0.0
Ramon Taveras,Record: 10-4-0,The Savage,"5' 8""",145 lbs.,"70""",Southpaw,"Jan 09, 1994",4.07,43%,6.45,54%,0.00,0%,72%,0.0
Paul Taylor,Record: 11-6-1 (1 NC),Relentless,"6' 0""",155 lbs.,"72""",Orthodox,"Dec 15, 1979",4.44,47%,4.47,55%,0.27,25%,56%,0.5
Jesse Taylor,Record: 31-15-0,JT Money,"6' 0""",170 lbs.,"73""",Orthodox,"Jan 02, 1983",1.94,65%,0.55,38%,7.28,50%,100%,3.1
Torrance Taylor,Record: 13-8-1,,"5' 7""",155 lbs.,--,,"Oct 11, 1987",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Louis Taylor,Record: 13-4-0,Handgunz,"5' 11""",185 lbs.,--,Orthodox,"May 12, 1979",2.06,32%,1.24,68%,2.48,28%,100%,0.0
Anthony Taylor,Record: 1-3-0,Pretty Boy,"5' 7""",145 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Danielle Taylor,Record: 9-4-0,Dynamite,"5' 0""",115 lbs.,"60""",Orthodox,"Oct 25, 1989",2.75,29%,3.31,71%,0.20,20%,70%,0.2
J.T Taylor,Record: 7-7-0,The Outlaw,"5' 10""",--,--,,--,3.17,80%,3.70,26%,3.96,100%,0%,7.9
James Te Huna,Record: 16-9-0,,"6' 2""",185 lbs.,"75""",Orthodox,"Sep 29, 1981",4.04,51%,2.99,62%,2.75,37%,58%,0.2
Cam Teague,Record: 9-2-0,Chaos,"5' 10""",145 lbs.,"69""",Orthodox,"Feb 13, 1998",5.70,28%,18.44,32%,0.00,0%,0%,0.0
Shawn Teed,Record: 5-2-0,,"6' 5""",265 lbs.,--,Orthodox,"Feb 13, 1992",1.40,42%,13.31,21%,0.00,0%,0%,0.0
Glover Teixeira,Record: 33-9-0,,"6' 2""",205 lbs.,"76""",Orthodox,"Oct 28, 1979",3.73,49%,4.43,51%,2.11,33%,60%,0.9
John Teixeira,Record: 21-2-2,Macapa,"5' 7""",145 lbs.,--,Orthodox,"Nov 18, 1986",3.36,35%,3.20,63%,1.00,27%,71%,0.7
Ewerton Teixeira,Record: 3-1-0,,"6' 1""",242 lbs.,--,,"Feb 13, 1982",2.00,39%,3.22,35%,0.00,0%,33%,0.0
Tallison Teixeira,Record: 9-1-0,Xicao,"6' 7""",258 lbs.,"83""",Orthodox,"Dec 07, 1999",5.02,64%,3.86,42%,2.48,30%,0%,0.0
Tra Telligman,Record: 7-5-1,Trauma,"6' 2""",233 lbs.,--,Orthodox,"Feb 07, 1965",1.83,35%,3.02,56%,0.87,100%,80%,0.0
Ramazan Temirov,Record: 19-3-0,Temurlan,"5' 4""",125 lbs.,"63""",Orthodox,"Jan 31, 1997",4.37,40%,3.93,59%,0.84,50%,100%,0.0
Taneisha Tennant,Record: 5-1-0,Triple Threat,"5' 7""",145 lbs.,"70""",Orthodox,"Jun 15, 1989",5.67,55%,3.40,71%,0.00,0%,100%,0.0
Herman Terrado,Record: 15-3-1,,--,170 lbs.,--,,"Sep 27, 1989",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Dave Terrel,Record: 7-7-0,The Bionic,"5' 8""",170 lbs.,--,Southpaw,"May 10, 1978",2.62,43%,2.80,48%,3.28,38%,100%,0.0
David Terrell,Record: 6-2-0,The Soul Assassin,"6' 1""",185 lbs.,--,Southpaw,"Jan 09, 1978",2.34,63%,2.71,37%,5.54,50%,0%,5.5
James Terry,Record: 19-9-0,Intensity,"5' 10""",170 lbs.,--,Orthodox,"Mar 16, 1981",3.23,32%,4.77,64%,3.31,36%,75%,0.0
Jeff Terry,Record: 2-3-0,,"6' 2""",205 lbs.,--,,--,1.09,50%,9.27,19%,0.00,0%,100%,0.0
David Teymur,Record: 8-2-0,,"5' 9""",155 lbs.,"73""",Southpaw,"May 01, 1989",4.69,43%,3.53,55%,0.94,33%,77%,0.0
Daniel Teymur,Record: 7-4-0,Kid Dynamite,"5' 5""",145 lbs.,"69""",Orthodox,"Feb 03, 1988",3.08,46%,3.93,56%,0.56,18%,60%,0.3
Motonobu Tezuka,Record: 28-12-7,,"5' 7""",135 lbs.,--,Southpaw,"Aug 29, 1987",0.87,23%,2.80,51%,1.50,11%,0%,0.5
Jason Thacker,Record: 0-1-0,,"5' 10""",185 lbs.,--,Orthodox,"Aug 18, 1975",0.63,33%,17.05,32%,0.00,0%,0%,0.0
Alexia Thainara,Record: 13-1-0,Burguesinha,"5' 4""",115 lbs.,"67""",Orthodox,"Nov 20, 1995",4.52,40%,2.46,65%,3.91,60%,100%,1.7
